Year,Rank,Country,Happiness Score,Economy (GDP),Freedom,Trust (Government),Health
2015,1,Switzerland,7.587,1.39651,0.66557,0.41978,0.94143
2015,2,Iceland,7.561,1.30232,0.62877,0.14145,0.94784
2015,3,Denmark,7.527,1.32548,0.64938,0.48357,0.87464
2015,4,Norway,7.522,1.459,0.66973,0.36503,0.88521
2015,5,Canada,7.427,1.32629,0.63297,0.32957,0.90563
2015,6,Finland,7.406,1.29025,0.64169,0.41372,0.88911
2015,7,Netherlands,7.378,1.32944,0.61576,0.31814,0.89284
2015,8,Sweden,7.364,1.33171,0.6598,0.43844,0.91087
2015,9,New Zealand,7.286,1.25018,0.63938,0.42922,0.90837
2015,10,Australia,7.284,1.33358,0.65124,0.35637,0.93156
2015,11,Israel,7.278,1.22857,0.41319,0.07785,0.91387
2015,12,Costa Rica,7.226,0.95578,0.63376,0.10583,0.86027
2015,13,Austria,7.2,1.33723,0.62433,0.18676,0.89042
2015,14,Mexico,7.187,1.02054,0.48181,0.21312,0.81444
2015,15,United States,7.119,1.39451,0.54604,0.1589,0.86179
2015,16,Brazil,6.983,0.98124,0.49049,0.17521,0.69702
2015,17,Luxembourg,6.946,1.56391,0.61583,0.37798,0.91894
2015,18,Ireland,6.94,1.33596,0.61777,0.28703,0.89533
2015,19,Belgium,6.937,1.30782,0.5845,0.2254,0.89667
2015,20,United Arab Emirates,6.901,1.42727,0.64157,0.38583,0.80925
2015,21,United Kingdom,6.867,1.26637,0.59625,0.32067,0.90943
2015,22,Oman,6.853,1.36011,0.63274,0.32524,0.76276
2015,23,Venezuela,6.81,1.04424,0.42908,0.11069,0.72052
2015,24,Singapore,6.798,1.52186,0.54252,0.4921,1.02525
2015,25,Panama,6.786,1.06353,0.5421,0.0927,0.79661
2015,26,Germany,6.75,1.32792,0.61477,0.21843,0.89186
2015,27,Chile,6.67,1.10715,0.44132,0.12869,0.85857
2015,28,Qatar,6.611,1.69042,0.6404,0.52208,0.79733
2015,29,France,6.575,1.27778,0.55011,0.20646,0.94579
2015,30,Argentina,6.574,1.05351,0.44974,0.08484,0.78723
2015,31,Czech Republic,6.505,1.17898,0.46364,0.02652,0.84483
2015,32,Uruguay,6.485,1.06166,0.60362,0.24558,0.8116
2015,33,Colombia,6.477,0.91861,0.53466,0.0512,0.69077
2015,34,Thailand,6.455,0.9669,0.55664,0.03187,0.7385
2015,35,Saudi Arabia,6.411,1.39541,0.31048,0.32524,0.72025
2015,36,Spain,6.329,1.23011,0.45951,0.06398,0.95562
2015,37,Malta,6.302,1.2074,0.60365,0.13586,0.88721
2015,38,Taiwan,6.298,1.29098,0.3974,0.08129,0.8753
2015,39,Kuwait,6.295,1.55422,0.55499,0.25609,0.72492
2015,40,Suriname,6.269,0.99534,0.59657,0.13633,0.6082
2015,41,Trinidad and Tobago,6.168,1.21183,0.55884,0.0114,0.61483
2015,42,El Salvador,6.13,0.76454,0.4035,0.11776,0.67737
2015,43,Guatemala,6.123,0.74553,0.57733,0.09472,0.64425
2015,44,Uzbekistan,6.003,0.63244,0.65821,0.30826,0.59772
2015,45,Slovakia,5.995,1.16891,0.31751,0.03431,0.78902
2015,46,Japan,5.987,1.27074,0.49615,0.1806,0.99111
2015,47,South Korea,5.984,1.24461,0.33208,0.07857,0.96538
2015,48,Ecuador,5.975,0.86402,0.48574,0.1809,0.79075
2015,49,Bahrain,5.96,1.32376,0.45492,0.306,0.74716
2015,50,Italy,5.948,1.25114,0.26236,0.02901,0.95446
2015,51,Bolivia,5.89,0.68133,0.57414,0.088,0.5392
2015,52,Moldova,5.889,0.59448,0.32818,0.01615,0.61826
2015,53,Paraguay,5.878,0.75985,0.53899,0.08242,0.66098
2015,54,Kazakhstan,5.855,1.12254,0.51649,0.08454,0.64368
2015,55,Slovenia,5.848,1.18498,0.60855,0.03787,0.87337
2015,56,Lithuania,5.833,1.14723,0.21342,0.01031,0.73128
2015,57,Nicaragua,5.828,0.59325,0.55475,0.19317,0.74314
2015,58,Peru,5.824,0.90019,0.41496,0.05989,0.73017
2015,59,Belarus,5.813,1.03192,0.37938,0.1909,0.73608
2015,60,Poland,5.791,1.12555,0.53122,0.04212,0.77903
2015,61,Malaysia,5.77,1.12486,0.53024,0.10501,0.72394
2015,62,Croatia,5.759,1.08254,0.25883,0.0243,0.78805
2015,63,Libya,5.754,1.13145,0.41668,0.11023,0.7038
2015,64,Russia,5.716,1.13764,0.36679,0.03005,0.66926
2015,65,Jamaica,5.709,0.81038,0.50442,0.02299,0.68741
2015,66,North Cyprus,5.695,1.20806,0.49027,0.1428,0.92356
2015,67,Cyprus,5.689,1.20813,0.40672,0.06146,0.92356
2015,68,Algeria,5.605,0.93929,0.28579,0.17383,0.61766
2015,69,Kosovo,5.589,0.80148,0.24749,0.04741,0.63132
2015,70,Turkmenistan,5.548,0.95847,0.4761,0.30844,0.53886
2015,71,Mauritius,5.477,1.00761,0.56066,0.07521,0.7095
2015,72,Hong Kong,5.474,1.38604,0.59608,0.37124,1.01328
2015,73,Estonia,5.429,1.15174,0.44888,0.15184,0.77361
2015,74,Indonesia,5.399,0.82827,0.46611,0.0,0.63793
2015,75,Vietnam,5.36,0.63216,0.59444,0.10441,0.74676
2015,76,Turkey,5.332,1.06098,0.22815,0.15746,0.73172
2015,77,Kyrgyzstan,5.286,0.47428,0.43477,0.04232,0.65088
2015,78,Nigeria,5.268,0.65435,0.34334,0.0403,0.16007
2015,79,Bhutan,5.253,0.77042,0.53206,0.15445,0.57407
2015,80,Azerbaijan,5.212,1.02389,0.3703,0.16065,0.64045
2015,81,Pakistan,5.194,0.59543,0.12102,0.10464,0.51466
2015,82,Jordan,5.192,0.90198,0.40661,0.14293,0.69639
2015,82,Montenegro,5.192,0.97438,0.1826,0.14296,0.72521
2015,84,China,5.14,0.89012,0.51697,0.02781,0.81658
2015,85,Zambia,5.129,0.47038,0.48827,0.12468,0.29924
2015,86,Romania,5.124,1.04345,0.35068,0.00649,0.7689
2015,87,Serbia,5.123,0.92053,0.20107,0.02617,0.74836
2015,88,Portugal,5.102,1.15991,0.51469,0.01078,0.87519
2015,89,Latvia,5.098,1.11312,0.29671,0.06332,0.72437
2015,90,Philippines,5.073,0.70532,0.62545,0.12279,0.58114
2015,91,Somaliland region,5.057,0.18847,0.46582,0.39928,0.43873
2015,92,Morocco,5.013,0.73479,0.41691,0.08546,0.60954
2015,93,Macedonia,5.007,0.91851,0.33457,0.05327,0.73545
2015,94,Mozambique,4.971,0.08308,0.34037,0.15603,0.09131
2015,95,Albania,4.959,0.87867,0.35733,0.06413,0.81325
2015,96,Bosnia and Herzegovina,4.949,0.83223,0.09245,0.00227,0.79081
2015,97,Lesotho,4.898,0.37545,0.31767,0.12504,0.07612
2015,98,Dominican Republic,4.885,0.89537,0.57672,0.14234,0.66825
2015,99,Laos,4.876,0.59066,0.59591,0.24249,0.54909
2015,100,Mongolia,4.874,0.82819,0.43626,0.02666,0.60268
2015,101,Swaziland,4.867,0.71206,0.30658,0.0306,0.07566
2015,102,Greece,4.857,1.15406,0.07699,0.01397,0.88213
2015,103,Lebanon,4.839,1.02564,0.33916,0.04582,0.83947
2015,104,Hungary,4.8,1.12094,0.32112,0.02758,0.75905
2015,105,Honduras,4.788,0.59532,0.40148,0.06825,0.6951
2015,106,Tajikistan,4.786,0.39047,0.47216,0.15072,0.57379
2015,107,Tunisia,4.739,0.88113,0.26268,0.06358,0.73793
2015,108,Palestinian Territories,4.715,0.59867,0.24499,0.12905,0.66015
2015,109,Bangladesh,4.694,0.39753,0.4082,0.12569,0.60164
2015,110,Iran,4.686,1.0088,0.30033,0.05863,0.69805
2015,111,Ukraine,4.681,0.79907,0.25123,0.02961,0.6739
2015,112,Iraq,4.677,0.98549,0.0,0.13788,0.60237
2015,113,South Africa,4.642,0.92049,0.33207,0.08884,0.27688
2015,114,Ghana,4.633,0.54558,0.42342,0.04355,0.40132
2015,115,Zimbabwe,4.61,0.271,0.25861,0.08079,0.33475
2015,116,Liberia,4.571,0.0712,0.28531,0.06232,0.34201
2015,117,India,4.565,0.64499,0.39786,0.08492,0.51529
2015,118,Sudan,4.55,0.52107,0.10081,0.1466,0.36878
2015,119,Haiti,4.518,0.26673,0.24425,0.17175,0.38847
2015,120,Congo (Kinshasa),4.517,0.0,0.22605,0.07625,0.09806
2015,121,Nepal,4.514,0.35997,0.38282,0.05907,0.56874
2015,122,Ethiopia,4.512,0.19073,0.4345,0.15048,0.44055
2015,123,Sierra Leone,4.507,0.33024,0.4084,0.08786,0.0
2015,124,Mauritania,4.436,0.45407,0.24232,0.17461,0.35874
2015,125,Kenya,4.419,0.36471,0.42215,0.05839,0.41435
2015,126,Djibouti,4.369,0.44025,0.46074,0.28105,0.36291
2015,127,Armenia,4.35,0.76821,0.19847,0.039,0.7299
2015,128,Botswana,4.332,0.99355,0.49495,0.12474,0.04776
2015,129,Myanmar,4.307,0.27108,0.44017,0.19034,0.48246
2015,130,Georgia,4.297,0.7419,0.40577,0.38331,0.72926
2015,131,Malawi,4.292,0.01604,0.43054,0.06977,0.22562
2015,132,Sri Lanka,4.271,0.83524,0.53726,0.09179,0.70806
2015,133,Cameroon,4.252,0.4225,0.49309,0.05786,0.23402
2015,134,Bulgaria,4.218,1.01216,0.30587,0.00872,0.76649
2015,135,Egypt,4.194,0.8818,0.17288,0.06324,0.61712
2015,136,Yemen,4.077,0.54649,0.35571,0.07854,0.40064
2015,137,Angola,4.033,0.75778,0.10384,0.07122,0.16683
2015,138,Mali,3.995,0.26074,0.38857,0.12352,0.20583
2015,139,Congo (Brazzaville),3.989,0.67866,0.41466,0.11686,0.31051
2015,140,Comoros,3.956,0.23906,0.22917,0.199,0.36315
2015,141,Uganda,3.931,0.21102,0.45727,0.07267,0.33861
2015,142,Senegal,3.904,0.36498,0.36772,0.10713,0.4354
2015,143,Gabon,3.896,1.06024,0.31914,0.11091,0.43372
2015,144,Niger,3.845,0.0694,0.47692,0.15639,0.29707
2015,145,Cambodia,3.819,0.46038,0.66246,0.07247,0.61114
2015,146,Tanzania,3.781,0.2852,0.32878,0.05747,0.38215
2015,147,Madagascar,3.681,0.20824,0.19184,0.08124,0.46721
2015,148,Central African Republic,3.678,0.0785,0.48879,0.08289,0.06699
2015,149,Chad,3.667,0.34193,0.23501,0.05269,0.1501
2015,150,Guinea,3.656,0.17417,0.37725,0.12139,0.24009
2015,151,Ivory Coast,3.655,0.46534,0.46866,0.17922,0.15185
2015,152,Burkina Faso,3.587,0.25812,0.39493,0.12832,0.27125
2015,153,Afghanistan,3.575,0.31982,0.23414,0.09719,0.30335
2015,154,Rwanda,3.465,0.22208,0.59201,0.55191,0.42864
2015,155,Benin,3.34,0.28665,0.4845,0.0801,0.3191
2015,156,Syria,3.006,0.6632,0.15684,0.18906,0.72193
2015,157,Burundi,2.905,0.0153,0.1185,0.10062,0.22396
2015,158,Togo,2.839,0.20868,0.36453,0.10731,0.28443
2016,1,Denmark,7.526,1.44178,0.57941,0.44453,0.79504
2016,2,Switzerland,7.509,1.52733,0.58557,0.41203,0.86303
2016,3,Iceland,7.501,1.42666,0.56624,0.14975,0.86733
2016,4,Norway,7.498,1.57744,0.59609,0.35776,0.79579
2016,5,Finland,7.413,1.40598,0.57104,0.41004,0.81091
2016,6,Canada,7.404,1.44015,0.5737,0.31329,0.8276
2016,7,Netherlands,7.339,1.46468,0.55211,0.29927,0.81231
2016,8,New Zealand,7.334,1.36066,0.58147,0.41904,0.83096
2016,9,Australia,7.313,1.44443,0.56837,0.32331,0.8512
2016,10,Sweden,7.291,1.45181,0.58218,0.40867,0.83121
2016,11,Israel,7.267,1.33766,0.36432,0.08728,0.84917
2016,12,Austria,7.119,1.45038,0.54355,0.21348,0.80565
2016,13,United States,7.104,1.50796,0.48163,0.14868,0.779
2016,14,Costa Rica,7.087,1.06879,0.55225,0.10547,0.76146
2016,15,Puerto Rico,7.039,1.35943,0.46823,0.12275,0.77758
2016,16,Germany,6.994,1.44787,0.53466,0.28551,0.81487
2016,17,Brazil,6.952,1.08754,0.40425,0.14166,0.61415
2016,18,Belgium,6.929,1.42539,0.51354,0.26248,0.81959
2016,19,Ireland,6.907,1.48341,0.54008,0.29754,0.81455
2016,20,Luxembourg,6.871,1.69752,0.5487,0.35329,0.84542
2016,21,Mexico,6.778,1.11508,0.37709,0.18355,0.71143
2016,22,Singapore,6.739,1.64555,0.4877,0.46987,0.94719
2016,23,United Kingdom,6.725,1.40283,0.50036,0.27399,0.80991
2016,24,Chile,6.705,1.2167,0.37789,0.11451,0.81883
2016,25,Panama,6.701,1.18306,0.48927,0.08423,0.70835
2016,26,Argentina,6.65,1.15137,0.42284,0.07296,0.69711
2016,27,Czech Republic,6.596,1.30915,0.41418,0.03986,0.76376
2016,28,United Arab Emirates,6.573,1.57352,0.56215,0.35561,0.72993
2016,29,Uruguay,6.545,1.18157,0.54388,0.21394,0.72183
2016,30,Malta,6.488,1.30782,0.54994,0.17554,0.80315
2016,31,Colombia,6.481,1.03032,0.44735,0.05399,0.59659
